SMILES,logP,MW
Cc1cc(S(=O)(=O)[O-])ccc1/N=N/c1c(O)ccc2ccccc12,4.17,341.37
O=S(=O)([O-])c1ccc(N=Nc2c(O)ccc3ccccc23)cc1,3.86,327.34
N#CC(Br)(Br)C(N)=O,0.48,241.87
CC(C)=CC1C(C(=O)OC(C#N)c2cccc(Oc3ccccc3)c2)C1(C)C,5.83,375.47
C[Sn](Cl)(Cl)Cl,2.27,240.1
CC(C)=CCCC(C)CCOC=O,2.93,184.28
C1CC(COCC2CO2)CCC1COCC1CO1,1.62,256.34
CC(=O)c1cc(C(C)(C)C)cc2c1CCC2(C)C,4.41,244.38
CC(=O)OCCN(CCOC(C)=O)c1ccc(/N=N/c2ccc([N+](=O)[O-])cc2C#N)cc1,3.81,439.43
CC(C)(C)CCCCCCOC(=O)c1ccccc1C(=O)OCCCCCCC(C)(C)C,7.99,446.67
CC(C)O,0.39,60.1
CCC(C)N(C)C(=O)c1cc2ccccc2c(-c2ccccc2Cl)n1,5.43,352.87
CCCCCCCCCC(C)C=O,3.96,184.32
CCCCCCC(C)O,2.34,130.23
COc1cccc(C(=O)NN(C(=O)c2cc(C)cc(C)c2)C(C)(C)C)c1C,4.21,368.48
Cc1cc(C)cc(OP(=O)(Oc2cc(C)cc(C)c2)Oc2cc(C)cc(C)c2)c1,7.18,410.45
Cc1ccccc1C(=O)Nc1ccc(C(=O)N2CCCC(O)c3cc(Cl)ccc32)c(C)c1,5.68,448.95
Cc1ncc([C@@H](CCCCCCc2ccc3c(n2)NCCC3)CC(=O)O)cn1,4.29,382.51
CC#Cc1cc(C)nc(Nc2ccccc2)n1,2.9,223.28
CCCCC(CC)COP(=O)(Oc1ccccc1)Oc1ccccc1,6.49,362.41
CCCCCCCCS,3.28,146.3
CCCCN(N=O)C(=N)N[N+](=O)[O-],0.49,189.18
CCOc1ccc(N)cc1,1.67,137.18
CCOc1ccc(O)cc1,1.79,138.17
CCOc1ccc2nc(N)sc2c1,2.28,194.26
CCN(CC)CCCl,1.57,135.64
NNc1ccc(C(=O)O)cc1,0.67,152.15
CC(C)[C@H](C(=O)O[C@H](C#N)c1cccc(Oc2ccccc2)c1)c1ccc(Cl)cc1,6.68,419.91
CON(C)C(=O)Nc1ccc(Cl)c(Cl)c1,3.02,249.1
Nc1ccc(Oc2ccc(Cl)cc2)cc1,3.71,219.67
O=P(OC(CCl)CCl)(OC(CCl)CCl)OC(CCl)CCl,4.68,430.91
Cc1ccc2c(n1)Oc1ccc(C(C)C(=O)OCC(=O)N(C)C)cc1C2,2.82,354.41
COc1cc(OC)c2ccc(=O)oc2c1,1.81,206.2
CSc1nc(NC2CC2)nc(NC(C)(C)C)n1,2.38,253.38
CC(C)[C@H](C(=O)OC(C#N)c1cccc(Oc2ccccc2)c1)c1ccc(OC(F)F)cc1,6.63,451.47
C=C(C#N)C(=O)OCC,0.63,125.13
N#Cc1cc2ccccc2c2ccccc12,3.86,203.24
Nc1nc(-c2ccc([N+](=O)[O-])cc2)cs1,2.3,221.24
Nc1nnc(-c2ccc([N+](=O)[O-])o2)o1,0.82,196.12
COc1ccc(C(=O)c2ccc(OC)cc2O)c(O)c1,2.35,274.27
CC1=C(C(=O)Nc2ccccc2)SCCO1,2.62,235.31
O=C(NO)c1ccccc1,0.81,137.14
O=C(O)c1ccc2cc(O)ccc2c1,2.24,188.18
O=C(Oc1ccccc1)c1cccc(C(=O)Oc2ccccc2)c1,4.13,318.33
CCOC(=O)[C@@H](C)Oc1ccc(Oc2nc3ccc(Cl)cc3o2)cc1,4.6,361.78
O=C1CCCCCCCCCCC(=O)OCCO1,2.99,256.34
O=C1CCN(c2ccccc2)N1,0.93,162.19
O=C(O)CCN(C1(C(=O)NO)CCCC1)S(=O)(=O)c1ccc(Oc2ccc(F)cc2)cc1,2.9,466.49
CCN(C(=O)c1cc(C)cc(OC[C@H](C)Nc2ccncc2)c1)C(C)C,4.14,355.48
O=C(c1ccc(O)c(O)c1)c1ccc(O)cc1O,1.74,246.22
Oc1ccc(Cc2ccccc2O)cc1,2.69,200.24
Cl/C=C\C[N+]12CN3CN(CN(C3)C1)C2,0.25,215.71
C=Cc1ccc(S(=O)(=O)[O-])cc1,1.23,183.21
CCC(C)Nc1c([N+](=O)[O-])cc(C(C)(C)C)cc1[N+](=O)[O-],4.01,295.34
CCOc1cc([N+](=O)[O-])c(OCC)cc1N1CCOCC1,2.23,296.32
O=[N+]([O-])c1ccc2c3c(cccc13)CC2,2.85,199.21
O=C(O)CC[N+](=O)[O-],-0.26,119.08
CC(Br)C(=O)O,0.85,152.98
Brc1ccc(Oc2ccccc2)cc1,4.24,249.11
O=C(CBr)OCc1ccccc1,2.12,229.07
c1ccc(CCCc2ccccn2)cc1,3.26,197.28
c1ccc(SCCSc2ccccc2)cc1,4.57,246.4
C[C@@H]1CC[C@H]2C(C)(C)[C@H]3C[C@@]12CC[C@@]3(C)O,3.61,222.37
CC(=O)c1ccc2ccc3ccccc3c2c1,4.2,220.27
CCCCCCCCCCCCNC(=N)N,3.39,227.4
CN(C)Cc1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1,4.05,263.42
CC(C)(O)c1ccc(CNC(=O)c2cccnc2Oc2ccc3nonc3c2)cc1,3.57,404.43
CC(C)(OOC(C)(C)c1ccccc1)c1ccccc1,4.81,270.37
CC(C)Nc1ccc(NC(C)C)c2c1C(=O)c1ccccc1C2=O,4.1,322.41
CC(C)Oc1cccc(NC(=O)c2ccccc2C(F)(F)F)c1,4.74,323.31
CCCCCCC(C)OC(=O)COc1nc(F)c(Cl)c(N)c1Cl,4.39,367.25
Cc1cc(C2(c3cc(C)c(O)cc3C)OS(=O)(=O)c3ccccc32)c(C)cc1O,4.34,410.49
Cc1ccc(N)c(N)c1,1.16,122.17
Cc1ccc2oc(=O)ccc2c1,2.1,160.17
Cc1ccccc1[N+](=O)[O-],1.9,137.14
Cc1occc1SSc1ccoc1C,4.29,226.32
CCC[N+]1(C)CCCCC1,2.03,142.27
CCCCOC(=O)CCS,1.65,162.25
Cc1ccccc1N,1.58,107.16
CCC(=O)N(c1ccccc1)C1CCN(CCc2cccs2)CC1,4.2,342.51
NC1(c2ccccc2)CCCCC1,2.8,175.27
Cl[C@H]1[C@H](Cl)[C@@H](Cl)[C@H](Cl)[C@@H](Cl)[C@@H]1Cl,3.64,290.83
CC1(C)[C@H](C(=O)O[C@H](C#N)c2cccc(Oc3ccccc3)c2)[C@@H]1/C=C(\Cl)C(F)(F)F,6.54,449.86
CCC(Cl)C(Cl)C(Cl)CC(Cl)C(Cl)C(C)Cl,5.45,348.96
Cc1cc(Cl)ccc1OCCCC(=O)O,2.89,228.67
Oc1nc(Cl)c(Cl)cc1Cl,2.75,198.44
Oc1c(Cl)cc(Cl)cc1Cl,3.35,197.45
O=C(O)C1C(C(=O)O)C2(Cl)C(Cl)=C(Cl)C1(Cl)C2(Cl)Cl,3.23,388.84
Cn1cc(-c2ccccc2)c(=O)c(-c2cccc(C(F)(F)F)c2)c1,4.74,329.32
COc1ccc2nc(N)sc2c1,1.89,180.23
O=C(O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,5.08,464.07
Nc1ccc(F)cc1,1.41,111.12
c1coc(-c2nc3ccccc3[nH]2)c1,2.82,184.2
Nc1cc(Cl)ccc1O,1.63,143.57
Nc1ccc(-c2ccc(N)cc2)cc1,2.52,184.24
Cc1cc(N)n(-c2ccccc2)n1,1.76,173.22
CC(=O)c1c(C)c([N+](=O)[O-])c(C(C)(C)C)c([N+](=O)[O-])c1C,3.62,294.31
CC(C)OC(=O)c1cc(C(=O)OC(C)C)cc([N+](=O)[O-])c1,2.73,295.29
Nc1cc(Cl)c([N+](=O)[O-])cc1O,1.54,188.57
CNC(=O)ON=C(SC)C(=O)N(C)C,0.11,219.27
CC(=O)C(Cl)C(=O)N(C)C,0.27,163.6
Cc1ccc(O)c(C(=O)c2ccccc2)c1,2.93,212.25
CCCCCCCCCC(=O)OC,3.3,186.3
CC(=O)c1ccc(OCC(=O)N2CCCCC2)cc1,2.28,261.32
CC1CCCCC1NC(=O)Nc1ccccc1,3.39,232.33
CC(C(=O)O)c1ccc(/C=C2\CCCCC2=O)cc1,3.4,258.32
O=C(O)c1ccccc1C(=O)OCc1ccccc1,2.74,256.26
CCCCCC/C=C\CCCCCCCC(=O)O,5.33,254.41
CCCCCCCCC(=O)O,2.82,158.24
CCCCCCCCCCCCC(=O)O,4.38,214.35
COC(=O)c1ccc2cc(C(=O)OC)ccc2c1,2.41,244.25
C=C(C)C(=O)OCC(CC)CCCC,3.32,198.31
CCOC(=O)C1=NN(c2ccccc2)C(=O)C1,1.34,232.24
CCOC(=O)Cn1cccc1-c1nc(-c2ccc(OC)cc2)c(-c2ccc(OC)cc2)s1,5.53,448.54
CCOC(=O)OC1=C(c2cc(C)ccc2C)C(=O)N[C@]12CC[C@@H](OC)CC2,3.65,373.45
CC=CC=CCOC(=O)C(C)C,2.32,168.24
CCCCCCOC(=O)c1ccccc1C(=O)OCCCCCC,5.16,334.46
O=C=NC1CCCCC1,1.65,125.17
CC1(CO)CN(c2ccccc2)NC1=O,0.54,206.25
CCCCCCCCCCCCCCCC/C=C/C1CC(=O)OC1=O,6.5,350.54
Oc1ccc(Cl)c(Cl)c1,2.7,163.0
Oc1cc(Cl)cc(Cl)c1,2.7,163.0
CCn1nc(C)c2c1C(=O)NCC(c1ccc(O)cc1)=N2,1.78,284.32
Oc1ccc(Sc2ccc(O)cc2)cc1,3.25,218.28
CCCCCCCCc1ccc(O)cc1,4.3,206.33
OCC(CO)n1cnc(-c2ccc(F)cc2)c1-c1ccnc(Oc2ccccc2)n1,3.46,406.42
Cc1ccc(/C=N/n2c(-c3ccccc3)csc2=S)cc1,5.14,310.45
COP(=S)(OC)Oc1ccc([N+](=O)[O-])cc1,2.49,263.21
c1cc[n+]2c(c1)-c1cccc[n+]1CC2,0.94,184.24
C[N+](C)(C)Cc1ccccc1,1.89,150.24
C[n+]1ccn(Cc2ccccc2)c1,1.36,173.24
O=C([O-])[O-],-2.45,60.01
O=C(O)C(Br)CBr,1.23,231.87
CCCCCCCCCCCCBr,5.3,249.24
c1ccc(CN(Cc2ccccc2)Cc2ccccc2)cc1,4.89,287.41
C=C(C)[C@@H]1CCC2=CCC[C@@H](C)[C@]2(C)C1,4.73,204.36
C1=CCC2CC=CC2C1,2.53,120.19
C1=Cc2cccc3cccc1c23,3.32,152.2
c1ccc2nccnc2c1,1.63,130.15
c1ccc(Nc2ccccc2)cc1,3.43,169.23
c1ccc(P(c2ccccc2)c2ccccc2)cc1,3.44,262.29
c1ccc2c(c1)[nH]c1cnccc12,2.72,168.2
C=C(C)C(=O)OCCCC,1.91,142.2
CC(=O)NNc1ccccc1,1.15,150.18
CC(C)(C)C(=O)C(Oc1ccc(Cl)cc1)n1cncn1,3.12,293.75
CC(C)(C)c1ccccc1O,2.69,150.22
CC(C)(c1ccccc1)c1ccccc1,4.01,196.29
C#CC(C)(O)CC(C)C,1.42,126.2
CC(C)CCCCCOC(=O)CS,2.68,204.34
Cc1cccc(OCCOc2cccc(C)c2)c1,3.76,242.32
Cc1cc([N+](=O)[O-])ccc1N,1.49,152.15
Cc1cc(-c2ccc(N)c(C)c2)ccc1N,3.13,212.3
C=Cc1ccc(C)cc1,2.64,118.18
Cc1ccc(C=O)s1,1.87,126.18
CC1=CC[C@H]2C[C@@H]1C2(C)C,3.0,136.24
CC1=CC(C)(C)Nc2ccccc21,3.29,173.26
CCCC[Sn](Cl)(Cl)Cl,3.44,282.19
CCCCCCCC,3.37,114.23
CCCCCCCCCC=O,3.33,156.27
CCCCCCCCCCCO,3.51,172.31
CCN(CC)c1nc(C)cc(OP(=S)(OC)OC)n1,2.53,305.34
CCN(O)CC,0.72,89.14
CC/C=C\CC/C=C/C(OCC)OCC,3.69,212.33
COc1ccc2[nH]cc(CCN(C(C)C)C(C)C)c2c1,3.84,274.41
CCC(=O)N(c1ccccc1)C1CCN(Cc2cccs2)CC1,4.16,328.48
ClCc1cccnc1,1.82,127.57
Cl[C@H]1[C@H](Cl)[C@@H](Cl)[C@@H](Cl)[C@H](Cl)[C@H]1Cl,3.64,290.83
CCC(Cl)CCC(Cl)C(Cl)CC(Cl)C(Cl)C(Cl)CCl,6.45,411.46
CCc1ccc(C(c2ccc(CC)cc2)C(Cl)Cl)cc1,5.75,307.26
COC(=O)c1c(Cl)c(Cl)c(C(=O)OC)c(Cl)c1Cl,3.87,331.97
CSc1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,5.68,296.43
Clc1cc(Cl)nc(Cl)n1,2.44,183.42
O=C(O)COc1cc(Cl)c(Cl)cc1Cl,3.11,255.48
CC(C)(C)C(=O)/C=C/c1ccc(Cl)cc1,3.97,222.72
CNC(=O)Nc1ccc(Cl)c(Cl)c1,2.74,219.07
CCNc1nc(Cl)nc(NC(C)(C)C)n1,2.17,229.72
Clc1ccc(Sc2cc(Cl)c(Cl)cc2Cl)cc1,6.45,324.06
CN(C)C(=O)Nc1ccc(Oc2ccc(Cl)cc2)cc1,4.23,290.75
O=S(=O)(Oc1ccc(Cl)cc1)c1ccccc1,3.11,268.72
Nc1nc2c(Cl)cccc2s1,2.53,184.65
CC(CC(C#N)(c1ccccc1)c1ccccc1)N(C)C,3.84,278.4
CCOC(=O)COc1cc(-c2nn(C)c(OC(F)F)c2Cl)c(F)cc1Cl,4.08,413.18
CO[Si](CCCOCC1CO1)(OC)OC,0.67,236.34
COP(=O)(OC)OC=C(Cl)Cl,2.68,220.98
O=C(O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,3.17,314.05
CCOC(=O)c1ccc(I)cc1,2.47,276.07
NC(=O)CI,-0.09,184.96
CN(N=O)C(=N)N[N+](=O)[O-],-0.68,147.09
c1ccc(CNc2[nH]cnc3ncnc2-3)cc1,1.92,225.26
NC(=O)NNC(N)=O,-1.76,118.1
Nc1cc([N+](=O)[O-])cc([N+](=O)[O-])c1O,0.79,199.12
CC(C)(C)OC(=O)c1cccc(N)c1,2.22,193.25
Nc1ccc(Cl)c(Cl)c1,2.58,162.02
Nc1ccc(Sc2ccc(N)cc2)cc1,3.0,216.31
CCCCOc1ccc(N)cc1,2.45,165.24
Nc1cccc2ccccc12,2.42,143.19
Nc1ccccc1-c1ccccc1,2.94,169.23
CC(=O)Oc1ccc([N+](=O)[O-])cc1CCl,2.26,229.62
O=C(Cc1ccccc1)c1ccccc1,3.11,196.25
CCCCCCCC/C=C\CCCCCCCC(=O)OCCCC,7.37,338.58
O=C(Cl)c1cc(C(=O)Cl)cc(C(=O)Cl)c1,2.82,265.48
NC(=O)c1ccc(N)cc1,0.37,136.15
CCCCCC/C=C/CCCCCCCC(=O)O,5.33,254.41
O=C(O)CCCCCCCCC(=O)O,2.28,202.25
CCOC(=O)c1ccccc1C(=O)OCC,2.04,222.24
O=CCc1ccccc1,1.43,120.15
O=S(=O)(c1ccc(Cl)cc1)c1ccc(Cl)cc1,3.83,287.17
CCCN(CCC)c1c([N+](=O)[O-])cc(S(C)(=O)=O)cc1[N+](=O)[O-],2.53,345.38
COC(=O)c1c(C)cc(O)c(C)c1O,1.5,196.2
O=C(c1ccc(O)cc1)c1ccc(O)c(O)c1O,1.74,246.22
O=C(OCc1ccccc1)c1ccccc1O,2.75,228.25
OCc1ccco1,0.77,98.1
CC(CCO)CCCC(C)(C)O,1.95,174.28
ONc1ccccc1,1.49,109.13
COP(=S)(OC)Oc1ccc([N+](=O)[O-])c(C)c1,2.8,277.24
O=C(CCS)OCC(COC(=O)CCS)(COC(=O)CCS)COC(=O)CCS,1.43,488.67
C=CC(=O)[O-],-1.08,71.05
Brc1ccc(Br)cc1,3.21,235.91
CCOC(=O)CBr,0.94,167.0
C(COCC1CO1)OCC1CO1,-0.18,174.2
CC(Cc1ccc(C(C)(C)C)cc1)CN1C[C@@H](C)O[C@@H](C)C1,4.27,303.49
CC(C)=CCCC(C)=CC=O,2.88,152.24
C=C(C)C#N,1.09,67.09
C1=Cc2ccccc2C1,2.26,116.16
c1ccc2c(c1)[nH]c1ccccc12,3.32,167.21
c1ccc2c(c1)-c1cccc3cccc-2c13,4.49,202.26
CC(=O)c1ccc2c(c1)CCCC2,2.77,174.24
CNC(=O)ON=CC(C)(C)SC,1.47,190.27
COc1ccc(O)c(C(C)(C)C)c1,2.7,180.25
CCOP(=S)(OCC)SCSC(C)(C)C,4.51,288.44
CC(C)c1ccc2ncccc2c1,3.36,171.24
CC(C)(O)c1ccccc1,1.91,136.19
CC/C=C1/OC(=O)c2ccccc21,2.61,174.2
CC/C=C\CC1=C(C)CCC1=O,3.02,164.25
CC1=CC2C3CC(C=C3C)C2C1,3.16,160.26
CC=CCC#N,1.48,81.12
COc1cc(N)ccc1C,1.59,137.18
CC(=O)Nc1ccc(C)c(Cl)c1,2.61,183.64
COc1nc(C)nc(N)n1,-0.23,140.15
Cc1ccccc1NC(=N)Nc1ccccc1C,3.76,239.32
CCC(C)(O)CCCC(C)C,2.97,158.28
CCCCC(CC)COC(=O)c1ccccc1,4.06,234.34
CCCC/C=C/CCCCO,2.9,156.27
CCCCC(CC)C(=O)Cl,2.97,162.66
CCCCC(CC)COP(=O)(OCC(CC)CCCC)OCC(CC)CCCC,8.79,434.64
CCCCCCCCCCCCCCCC,6.49,226.45
CCCCNCCCC,2.18,129.25
CCCCOP(=O)(OCCCC)OCCCC,4.54,266.32
CCCN(CCC)C(=O)SCC,2.98,189.32
CCCNCCC,1.4,101.19
CCN(CCN)c1cccc(C)c1,1.78,178.28
CCOC(=O)C1OC1c1ccccc1,1.69,192.21
C/C=C\c1ccc(OCC)c(O)c1,2.82,178.23
CCOP(=O)(OCC)OP(=O)(OCC)OCC,3.37,290.19
CCOP(=S)(OCC)Oc1cnc2ccccc2n1,3.31,298.3
CCOP(=S)(OCC)OP(=S)(OCC)OCC,3.6,322.33
CC[C@H](O)C(C[C@H](C)N(C)C)(c1ccccc1)c1ccccc1,4.08,311.47
Clc1ccc(C(Cl)(Cl)Cl)cc1,4.17,229.92
Clc1ccc(C(Cl)(Cl)Cl)c(Cl)c1,4.82,264.37
Cc1ccc(Cl)c(N)c1Cl,2.88,176.05
COc1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,4.96,280.36
O=C(O)c1cc(Cl)cc(Cl)c1,2.69,191.01
O=[N+]([O-])c1cc(Cl)c(Cl)c(Cl)c1,3.56,226.45
Clc1cc(Cl)c(Cl)c(Cl)c1,4.3,215.89
CCOP(=S)(OCC)Oc1ccc(Cl)cc1Cl,4.67,315.16
CC(C)COC(=O)COc1cc(Cl)c(Cl)cc1Cl,4.22,311.59
O=C(O)c1nc(Cl)ccc1Cl,2.09,192.0
CN(C)C(=O)Nc1ccc(Cl)cc1,2.43,198.65
Clc1cnc(Oc2ccc(Oc3ncc(Cl)cc3Cl)cc2)c(Cl)c1,6.67,402.06
O=c1[nH]c(=O)n(Cl)c(=O)n1Cl,-1.3,197.96
CN(C)C1CCCCC1,1.88,127.23
CN(C)CCN(C)CCN(C)C,0.04,173.3
CN1CCC(N(Cc2cccs2)c2ccccc2)CC1,3.85,286.44
CNCc1ccc(NC(=O)c2c[nH]c3c2C(=O)CCC3)cc1,2.51,297.36
CO[Si](CCCNc1ccccc1)(OC)OC,2.37,255.39
CNC(=O)CSP(=S)(OC)OC,0.98,229.26
CCNc1nc(NC(C)C)nc(SC)n1,1.85,227.34
CC[S+](C)CC,1.27,105.23
N#C[C@@H]1CC(F)(F)CN1C(=O)CNC1CC2CCC(C1)N2c1ncccn1,1.33,376.41
CCNC(=O)NC(=O)/C(C#N)=N/OC,-0.64,198.18
N#Cc1ccccc1,1.56,103.12
CCCCOCCOCCSC#N,2.03,203.31
c1coc(CNc2[nH]cnc3ncnc2-3)c1,1.51,215.22
Cc1cc(N)c(S(=O)(=O)O)cc1Cl,1.48,221.67
Nc1cc([N+](=O)[O-])ccc1O,0.88,154.12
COc1ccc([N+](=O)[O-])cc1N,1.19,168.15
CCCCOC(=O)c1ccccc1N,2.23,193.25
Nc1cc2c3c(c1)C(c1ccccc1)=N[C@@H](NC(=O)c1cccnc1)C(=O)N3CC2,2.16,397.44
NCCOCCOCCN,-1.06,148.21
COC(=O)NN,-0.78,90.08
NC(=O)c1ccccc1[N+](=O)[O-],0.69,166.14
O=C(CBr)c1ccccc1,2.26,199.05
CCCCCCC(=O)OCC,2.52,158.24
CS(=O)(=O)c1ccc([C@@H](C[C@H]2CCC(=O)C2)C(=O)Nc2cnccn2)cc1Cl,3.02,421.91
O=C(O)C(=O)O,-0.84,90.03
CCCCCCCCCCCCCCC(=O)O,5.16,242.4
CCOC(=O)C(Cl)Cc1cc(-n2nc(C)n(C(F)F)c2=O)c(F)cc1Cl,3.24,412.2
C=CCOC(=O)C(C)(C)OC(=O)c1cc(-n2c(=O)cc(C(F)(F)F)n(C)c2=O)ccc1Cl,2.87,474.82
O=C1C=CC(=O)C=C1,0.25,108.1
O=C1CCC(C2CCCCC2)CC1,3.33,180.29
CC1(C)C(=O)N(Br)C(=O)N1Br,1.65,285.92
CCCCCCCCC/C=C/CC1CC(=O)OC1=O,4.16,266.38
O=c1oc(=O)c2cc3c(=O)oc(=O)c3cc12,-0.5,218.12
CCCCCCC(C=O)=Cc1ccccc1,4.24,216.32
CC(C)(O)CCCC1=CCC(C=O)CC1,2.85,210.32
O=Cc1ccc2c(c1)OCO2,1.23,150.13
COC=O,-0.21,60.05
CC1=C(C)S(=O)(=O)CCS1(=O)=O,0.08,210.28
COC(=O)CCCC(=O)O,0.41,146.14
CC(C)(C)C(O)C(Cc1ccc(Cl)cc1)n1cncn1,3.12,293.8
OC(c1ccc(F)cc1)(c1cncnc1)c1ccccc1Cl,3.55,314.75
CCOC(=O)CC(O)(CC(=O)OCC)C(=O)OCC,0.19,276.28
OC/C=C/CO,-0.47,88.11
Oc1cc(O)c(Cl)cc1Cl,2.4,179.0
CCC(C)c1ccc(O)cc1,2.91,150.22
O=S(=O)(c1ccc(O)cc1)c1ccc(O)cc1,1.93,250.28
Oc1ccccc1Cl,2.05,128.56
OCC#CCO,-1.03,86.09
CCCCCCCCCCCCCCCCCC(=O)[O-],5.0,283.48
OCc1cccc(Oc2ccccc2)c1,2.97,200.24
OCCOCC#CCOCCO,-0.99,174.2
CCOP(=S)(OCC)Oc1ccc([N+](=O)[O-])cc1,3.27,291.26
C[N+](C)(C)CCCl,0.93,122.62
C[n+]1ccn(CCO)c1,-0.7,127.17
O=S(=O)([O-])c1cc(O)ccc1O,0.0,189.17
O=C1c2ccccc2C(=O)C1c1ccc2cc(S(=O)(=O)[O-])cc(S(=O)(=O)[O-])c2n1,1.21,431.4
O=S(=O)([O-])c1cccc(S(=O)(=O)[O-])c1,-0.51,236.23
O=S(=O)([O-])c1cc(O)c(O)c(S(=O)(=O)[O-])c1,-1.09,268.22
C=CC(=O)NC(C)(C)CS(=O)(=O)[O-],-0.39,206.24
Cc1ccc(C)c(S(=O)(=O)[O-])c1,1.21,185.22
COc1cc(OC)nc(NC(=O)[N-]S(=O)(=O)c2ncccc2OCC(F)(F)F)n1,2.12,436.35
CCOP(=O)([O-])C(N)=O,-0.34,152.07
O=C1Nc2ccc([N+](=O)[O-])cc2C1=O,0.73,192.13
CN1C(=O)c2ccc([N+](=O)[O-])cc2C1=O,0.82,206.16
Nc1ncc([N+](=O)[O-])s1,0.63,145.14
N#CC(Br)Br,1.63,198.84
OCC(Br)CBr,1.14,217.89
Brc1ccc(Br)c(Br)c1,3.97,314.8
Brc1cc2ccccc2c2ccccc12,4.76,257.13
CCCCCCCCCCCBr,4.91,235.21
c1ccc(CSCc2ccccc2)cc1,4.12,214.33
C=CC(Cl)CCl,2.02,125.0
C=CC/C=C/C,2.14,82.15
c1ccc(-c2ccccc2)cc1,3.35,154.21
c1ccc2c(c1)Cc1ccccc1-2,3.26,166.22
C1CCC2OC2C1,1.33,98.14
c1ccc2c(c1)oc1ccccc12,3.59,168.2
C1CCNCC1,0.76,85.15
C1COCCN1,-0.39,87.12
CC(=O)OCCC(C)C,1.6,130.19
CNC(=O)O/N=C/C(C)(C)S(C)(=O)=O,0.15,222.27
CC(C)(C)c1cc(CCC(=O)NN)cc(C(C)(C)C)c1O,2.91,292.42
CCOC(C)(C)C,1.82,102.18
CC(C)N=C=NC(C)C,1.98,126.2
CC(C)c1ccc(C(C)C)cc1,3.93,162.28
CC(C)c1ccc(O)cc1,2.52,136.19
CC(C)c1cccc(C(C)C)c1,3.93,162.28
CC(C)CC(C)CC(O)CC(C)C,3.47,186.34
CC(C)COC(=O)c1ccccc1C(=O)OCC(C)C,3.31,278.35
CC(C)CON=O,1.34,103.12
CCOC(=O)/C=C(\C)O[Ti](O/C(C)=C/C(=O)OCC)(OC(C)C)OC(C)C,3.62,424.31
CC(C)OS(C)(=O)=O,0.37,138.19
CC(CC=O)c1ccccc1,2.38,148.2
CCCC(C)CO,1.41,102.18
CC(Cl)Cl,1.81,98.96
CC(O)(P(=O)(O)O)P(=O)(O)O,-0.99,206.03
CC(O)CC(C)(C)O,0.53,118.18
CC(O)CNCC(C)O,-0.66,133.19
CC(O)CO,-0.64,76.1
CCCCOCC(C)O,1.18,132.2
CC1=C(O)C(=O)CO1,0.38,114.1
CC1=NNC(=O)N(/N=C/c2cccnc2)C1,0.82,217.23
CC=CC(=O)O,0.65,86.09
CCC(=O)/C=C/C1C(C)=CCCC1(C)C,3.9,206.33
CC(C)C1(C)N=C(c2nc3ccccc3cc2C(=O)O)NC1=O,2.22,311.34
Cc1ccc(C)c(N)c1,1.89,121.18
Cc1cc(C)cc(N)c1,1.89,121.18
Cc1ccc(S(=O)(=O)O)cc1,1.24,172.2
Cc1ccc([N+](=O)[O-])cc1[N+](=O)[O-],1.81,182.14
Cc1ccc(Cl)cc1,2.65,126.59
Cc1ccnc2ccccc12,2.54,143.19
Cc1cccc2ccccc12,3.15,142.2
Cc1ccccc1OCC1CO1,1.77,164.2
COc1nc(C)nc(NC(=O)NS(=O)(=O)c2ccccc2Cl)n1,1.35,357.78
CCC(CC)Nc1ccc(C)c(C)c1,3.9,191.32
CCC=CC#N,1.48,81.12
CCc1ccc(Br)cc1,3.01,185.06
CCCCCCCCCCCCCl,5.15,204.78
CCCCCCCCCCCCN1CCOCC1,4.24,255.45
CCCCCCCCCI,4.17,254.16
CCCCCCCCCOCC1CO1,3.15,200.32
C=CC(=O)NCOCCCC,1.06,157.21
CCN1CCCC1CNC(=O)c1cc(S(N)(=O)=O)ccc1OC,0.56,341.43
CCOCCOCCOCC,1.08,162.23
CCOP(=S)(OCC)SCCSCC,3.77,274.41
C(=C/C=N/c1ccccc1)\C=C\Nc1ccccc1,4.57,248.33
CCNC(C)Cc1ccc2c(c1)OCO2,1.96,207.27
NCC1(Cc2noc(=O)[nH]2)CCCCC1,0.81,211.26
N[C@@H](CS)C(=O)O,-0.67,121.16
ClC(Cl)=C(Cl)Cl,3.07,165.83
ClC(Cl)(Cl)c1ccc(C(Cl)(Cl)Cl)cc1,5.34,312.84
Cc1cc(Cl)ccc1OCC(=O)O,2.11,200.62
Clc1cccc(-c2cc(Cl)cc(Cl)c2)c1,5.31,257.55
CC(Oc1cc(Cl)ccc1Cl)C(=O)O,2.85,235.07
CC(C)Nc1nc(Cl)nc(NC(C)C)n1,2.17,229.72
O=C(O)CCl,0.31,94.5
ClCC(Cl)Cl,2.03,133.4
C=CCOCC(O)CCl,0.79,150.6
ClCc1ccccc1Cl,3.08,161.03
N#CCCCl,1.14,89.52
ClCCOP(OCCCl)OCCCl,2.98,269.49
CN(C)CCCNCCCN,-0.12,159.28
